,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast_time,morning snacks_time,afternoon snacks_time,lunch_time,dinner_time,breakfast,morning snacks,afternoon snacks,lunch,dinner,userId
5,380.0,0.0,140.0,250.0,0.0,8.030812757894067,,14.924393121722044,13.575136318057316,," Greek-style stuffed peppers with eggs (380 calories per portion, 2 portions, contains eggs, Greek origin)
",N/A," Stuffed Dates - 140 kcals per portion, 4 portions, contains nuts (Middle East)"," Sweet Potato and Black Bean Chili - 250kcals per portion, 4 portions, vegan, International
",N/A,brandona57b
6,380.0,0.0,280.0,150.0,0.0,7.7488066491215815,,15.026410563682708,14.898581518558842,," Israeli breakfast salad with hard-boiled eggs (380 calories per portion, 2 portions, nut-free, Israeli origin)
",N/A," Mini Cheesecakes - 280 kcals per portion, 3 portions, contains dairy (USA)"," Japanese Miso Soup with Tofu - 150 calories
    - Total portions",N/A,brandona57b
7,350.0,0.0,350.0,150.0,0.0,5.797975940183209,,15.830731616492734,14.339070419311211,," Veggie omelette with sweet potato hash (350 calories per portion, 2 portions, nut-free, American origin)
",N/A, Avocado and black bean quesadilla," Japanese Miso Soup with Tofu - 150 calories
    - Total portions",N/A,brandona57b
8,380.0,0.0,250.0,550.0,0.0,6.016087618415458,,15.22739719652649,15.323218453992684,," Sweet potato and black bean breakfast skillet (380 calories per portion, 2 portions, nut-free, Mexican origin)
",N/A," Lentil Soup - 250 kcals per portion, 2 portions, gluten-free (Mediterranean)"," Caesar Pasta Salad with Grilled Shrimp - 550 calories
    - Total portions",N/A,brandona57b
9,300.0,0.0,250.0,100.0,0.0,8.591504471779503,,14.440939609840965,13.886873884610829,," Chocolate avocado smoothie (300 calories per portion, 2 portions, nut-free, American origin)
",N/A," Fiery Veggie Stir-Fry - 250 kcals per portion, 2 portions, contains soy (Various)", Israeli salad,N/A,brandona57b
0,0.0,80.0,0.0,100.0,250.0,,9.857698979954476,,13.847340542868608,20.138949388302873,N/A," Mini Vegetable Spring Rolls - 80 kcals per portion, 8 portions, contains gluten, soy (China)",N/A, Israeli salad," Spinach and feta stuffed mushrooms – 250 calories per portion, 4 portions, vegetarian-friendly
",michaelb8c8
1,0.0,120.0,0.0,100.0,320.0,,10.711454832796298,,14.685303105267167,20.79576604707745,N/A," Stuffed Mushrooms with Quinoa - 120 kcals per portion, 3 portions, gluten-free (Various)",N/A, Israeli salad," Mushroom and black bean tacos – 320 calories per portion, 4 portions, vegetarian-friendly
",michaelb8c8
2,0.0,90.0,0.0,400.0,200.0,,9.566557051365324,,16.7772635041855,20.503144754835386,N/A," Cucumber Sandwiches - 90 kcals per portion, 4 portions, contains gluten, dairy (USA)",N/A," Veggie Burger with Sweet Potato Fries - 400 calories
    - Total portions"," Lentil soup with vegetables – 200 calories per portion, 6 portions, vegan-friendly (origin",michaelb8c8
3,0.0,250.0,0.0,400.0,250.0,,9.45406994158328,,13.312282901138563,20.52301130345499,N/A," Greek Quinoa Salad - 250kcals per portion, 3 portions, gluten-free, Greece

",N/A, Szechuan tofu and vegetable stir-fry with brown rice," Spinach and feta stuffed mushrooms – 250 calories per portion, 4 portions, vegetarian-friendly
",michaelb8c8
4,0.0,400.0,0.0,100.0,350.0,,10.769076994112641,,15.531805732674593,21.405877241244365,N/A," Thai Green Curry with Chicken (400 calories per portion, serves 4, contains shellfish, origin",N/A, Israeli salad," Vegan chili with cornbread – 350 calories per portion, 6 portions, vegan-friendly
",michaelb8c8
5,0.0,120.0,0.0,500.0,200.0,,9.623592151439608,,13.205867669714848,20.06676189797642,N/A," Stuffed Mushrooms with Quinoa - 120 kcals per portion, 3 portions, gluten-free (Various)",N/A," Vietnamese Banh Mi Sandwich - 500 calories
    - Total portions"," Cucumber, tomato, and red onion salad – 200 calories per portion, 4 portions, vegan-friendly
",michaelb8c8
6,0.0,70.0,0.0,120.0,350.0,,11.612853432356935,,12.048024595375256,22.02607428520769,N/A, Baked kale chips,N/A," Greek Salad - 120kcals per portion, 4 portions, lactose-free, Greece
"," Sweet potato and black bean enchiladas – 350 calories per portion, 4 portions, vegetarian-friendly (origin",michaelb8c8
7,0.0,110.0,0.0,150.0,280.0,,10.583966827692699,,14.80239142372539,21.20755722850834,N/A," Edamame - 110 kcals per portion, 2 portions, contains soy (Japan)",N/A, Butternut squash soup," Baked falafel with tahini sauce – 280 calories per portion, 6 portions, vegetarian-friendly (origin",michaelb8c8
8,0.0,400.0,0.0,300.0,300.0,,9.83422001421938,,12.82486171723214,19.888688110637744,N/A, Moroccan couscous with vegetables,N/A," Chickpea Curry - 300kcals per portion, 4 portions, gluten-free, India
"," Caprese salad with balsamic glaze – 300 calories per portion, 4 portions, contains dairy (origin",michaelb8c8
9,0.0,80.0,0.0,450.0,280.0,,11.433500648602948,,13.41724028131797,20.481216520556927,N/A," Mini Vegetable Spring Rolls - 80 kcals per portion, 8 portions, contains gluten, soy (China)",N/A," Grilled Salmon with Roasted Vegetables (450 calories per portion, serves 2, contains fish, origin"," Herb-crusted baked tofu with roasted vegetables – 280 calories per portion, 3 portions, vegan-friendly
",michaelb8c8
0,0.0,90.0,520.0,400.0,240.0,,9.5200822840092,16.987347667508278,12.890648764127505,22.10925886976063,N/A, Stuffed Dates, Vegan Mac and Cheese," Vegan Shepherd's Pie
Total calories per portion"," Caprese Stuffed Avocado - 240kcals per portion, 4 portions, contains dairy (Italy)
",rhondaaa19
1,0.0,250.0,180.0,120.0,150.0,,8.349824625133017,14.100773520010996,14.497554874806816,20.892619956886513,N/A, Vegan Berry Crumble, Greek Yogurt Parfait," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Grilled Vegetable Skewers - 150 calories/portion, 4 portions, contains garlic (Various)
",rhondaaa19
2,0.0,70.0,180.0,400.0,200.0,,10.993953086292029,15.308484312081198,13.465912370484784,21.626073897615395,N/A, Fresh Fruit Salad, Spinach and Feta Pastry Triangles, Gourmet Grilled Cheese," Baked Falafel - 200 calories/portion, 4 portions, Origin",rhondaaa19
3,0.0,160.0,460.0,250.0,250.0,,11.20784144855679,15.666149787684565,15.120182308997752,22.348364821107886,N/A, Zucchini Chips, Veggie Tacos," Greek Salad with Tofu Feta
Total calories per portion"," Red Lentil Dal - 250 calories per portion, 4 portions, None, India
",rhondaaa19
4,0.0,150.0,250.0,250.0,300.0,,10.24001908665053,15.480997699746815,12.964317843645013,20.34668003016104,N/A, Tomato Bruschetta, Vegetarian Chili," Greek Salad with Tofu Feta
Total calories per portion"," Chana masala - 300 calories per portion, 4 portions, contains nuts (India)
",rhondaaa19
5,0.0,300.0,150.0,120.0,200.0,,9.781234776304396,15.738125469869138,15.625925072349432,18.792654006804113,N/A, Creamy Avocado and White Bean Wrap, Mini Quiche," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
", Spaghetti Aglio e Olio,rhondaaa19
6,0.0,250.0,150.0,250.0,250.0,,9.165163427560685,16.5219227053802,14.034578495684901,22.298697857197606,N/A, Peanut Butter and Jelly Smoothie, Greek Salad Skewers, Vegan Tofu Scramble, Buddha Bowl,rhondaaa19
7,0.0,100.0,210.0,150.0,160.0,,10.352856272526259,17.057332266420232,14.639644673765265,21.090295899653952,N/A, Toasted Coconut Chips, Tomato and Mozzarella Bruschetta, Veggie Spring Rolls," Vegan Lentil and Vegetable Shepherd's Pie - 160 calories per portion, 4 portions, may contain gluten",rhondaaa19
8,0.0,200.0,200.0,300.0,212.0,,11.18223308543485,16.019235954911633,13.792065907509425,19.559646245420524,N/A, Tofu Scramble with Veggies, Spinach Dip, Vegan Stuffed Bell Peppers with Quinoa and Black Beans, Vegan Caesar Salad,rhondaaa19
9,0.0,150.0,300.0,150.0,380.0,,9.301547083465453,16.03103925201463,13.92206253103034,20.363999279742565,N/A, Veggie Sushi Rolls, Veggie Quesadilla, Gazpacho Soup," Quinoa Salad with Avocado and Black Beans - 380kcals per portion, 4 portions, contains legumes
",rhondaaa19
0,0.0,100.0,220.0,300.0,350.0,,10.77444556269083,16.28343467821672,13.844689949757067,22.276966630753723,N/A, Toasted Coconut Chips, Roasted Red Pepper and Goat Cheese Crostini," Spaghetti Squash Pad Thai - 300kcals per portion, 2 portions, no allergies
", Mediterranean Couscous Stuffed Bell Peppers,kayla88da
1,0.0,100.0,100.0,120.0,300.0,,10.651167682045653,17.520170553749534,12.891344576179778,21.250934162589385,N/A, Caprese Skewers," Vegan Chocolate Covered Strawberries - 100 kcals per portion, 4 portions, no allergic warnings, origin"," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Vegetable Fajitas - 300 calories/portion, 4 portions, contains gluten (Mexico)
",kayla88da
2,0.0,80.0,130.0,250.0,160.0,,9.826006871686037,16.3116349125395,14.89487544890949,22.34226108465235,N/A, Apple with Cinnamon, Greek Yogurt with Cinnamon and Honey, Lentil and Vegetable Soup," Vegan Tofu Scramble - 160 calories per portion, 1 portion, may contain soy",kayla88da
3,0.0,180.0,180.0,150.0,220.0,,9.82910498419357,17.512323869184645,13.154678150702198,20.910290808555594,N/A, Greek Salad, Cheesy Garlic Breadsticks, Gazpacho Soup, Lentil and Kale Soup,kayla88da
4,0.0,100.0,200.0,350.0,350.0,,8.877344277890886,14.48380282877803,13.89000121338486,20.161255975903874,N/A, Cucumber Rolls with Cream Cheese, Mini Bagel Pizzas," Sweet Potato and Chickpea Curry
Total calories per portion"," Ratatouille Quinoa Bowl - 350 calories/portion, 4 portions, contains garlic (France)
",kayla88da
5,0.0,100.0,90.0,120.0,200.0,,11.114065566831053,17.255221598012096,13.413156578991465,21.69015441398298,N/A, Fruit Salad, Greek Feta and Olive Skewers," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Vegan Thai Yellow Curry - 200 calories per portion, 2 portions, may contain tofu",kayla88da
6,0.0,200.0,150.0,350.0,320.0,,8.666315920346014,17.9283877409055,13.619342163055189,20.545598186546727,N/A, Sweet Potato Toast, Baked Sweet Potato Wedges, Vegan Nachos, Thai Red Curry with Vegetables,kayla88da
7,0.0,150.0,250.0,300.0,200.0,,10.378180080816996,17.562038710390983,14.235534350907477,20.894166329976642,N/A, Cucumber Avocado Rolls, Avocado Chocolate Mousse," Vegan Sushi Rolls
Total calories per portion", Lentil Soup,kayla88da
8,0.0,300.0,90.0,300.0,300.0,,8.117177745961753,16.27355075548799,12.15907895165397,20.225660648568468,N/A, Rice Paper Rolls with Peanut Dipping Sauce," Baked Zucchini Chips - 90 kcals per portion, 4 portions, no allergic warnings, origin"," Middle Eastern Falafel Salad
Total calories per portion"," Vegan Spinach and Mushroom Stuffed Shells - 300 calories per portion, 2 portions, may contain gluten",kayla88da
9,0.0,80.0,120.0,550.0,250.0,,11.061884627084407,16.346538553844653,15.692377200165593,20.187226834638373,N/A, Avocado Deviled Eggs, Hummus Stuffed Mini Peppers, Eggplant Rollatini, Moroccan Chickpea Stew,kayla88da
